URSA,51,$5.04 B,$1.25 B,$1.25 B,7.50
TITAN,51,$5.04 B,$1.25 B,$1.25 B,7.50
SATURN,51,$5.04 B,$1.25 B,$1.25 B,7.50
PEGASUS,51,$5.04 B,$1.25 B,$1.25 B,7.50
ORION,51,$5.04 B,$1.25 B,$1.25 B,7.50
NEPTUNE,51,$5.04 B,$1.25 B,$1.25 B,7.50
MERCURY,51,$5.04 B,$1.25 B,$1.25 B,7.50
MARS,51,$5.04 B,$1.25 B,$1.25 B,7.50
JUPITER,51,$5.04 B,$1.25 B,$1.25 B,7.50
GEMINI,51,$5.04 B,$1.25 B,$1.25 B,7.50
DRACO,51,$5.04 B,$1.25 B,$1.25 B,7.50
ATLAS,51,$5.04 B,$1.25 B,$1.25 B,7.50
VENUS,50,$4.90 B,$1.22 B,$1.22 B,7.50
HYDRA,50,$4.90 B,$1.22 B,$1.22 B,7.50
DORADO,50,$4.90 B,$1.22 B,$1.22 B,7.50
PLUTO,50,$4.90 B,$1.21 B,$1.21 B,7.50
LIBRA,50,$4.90 B,$1.21 B,$1.21 B,7.50
