URSA,51,$10.10 B,$2.51 B,$2.51 B,15.00
TITAN,51,$10.10 B,$2.51 B,$2.51 B,15.00
SATURN,51,$10.10 B,$2.51 B,$2.51 B,15.00
PEGASUS,51,$10.10 B,$2.51 B,$2.51 B,15.00
ORION,51,$10.10 B,$2.51 B,$2.51 B,15.00
NEPTUNE,51,$10.10 B,$2.51 B,$2.51 B,15.00
MERCURY,51,$10.10 B,$2.51 B,$2.51 B,15.00
MARS,51,$10.10 B,$2.51 B,$2.51 B,15.00
JUPITER,51,$10.10 B,$2.51 B,$2.51 B,15.00
GEMINI,51,$10.10 B,$2.51 B,$2.51 B,15.00
DRACO,51,$10.10 B,$2.51 B,$2.51 B,15.00
ATLAS,51,$10.10 B,$2.51 B,$2.51 B,15.00
VENUS,50,$9.79 B,$2.44 B,$2.44 B,15.00
HYDRA,50,$9.79 B,$2.44 B,$2.44 B,15.00
DORADO,50,$9.79 B,$2.44 B,$2.44 B,15.00
PLUTO,51,$9.79 B,$2.44 B,$2.44 B,15.00
LIBRA,51,$9.79 B,$2.44 B,$2.44 B,15.00
